id,type,x,y,key,lon,lat,OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,GEOID_Data,nodes_tract,pop_tract,median_inc,stops_tract
"888",DMOND,"7179","31522","864",6331998.626651235856116,2153815.440987433772534,5631,"06","019","000502","1","060190005021",Block Group 1,G5030,S,446524.000000000000000,0.000000000000000,"+36.7403251","-119.7810211",0.030991508176750,0.000045051622630,15000US060190005021,39.000000000000000,953.000000000000000,50641.000000000000000,7.000000000000000
"889",FWJCT,"5702","29276","865",6331998.626651235856116,2153815.440987433772534,5631,"06","019","000502","1","060190005021",Block Group 1,G5030,S,446524.000000000000000,0.000000000000000,"+36.7403251","-119.7810211",0.030991508176750,0.000045051622630,15000US060190005021,39.000000000000000,953.000000000000000,50641.000000000000000,7.000000000000000
"890",DMOND,"3741","30210","866",6331647.401731230318546,2154641.955388740636408,1828,"06","019","000502","3","060190005023",Block Group 3,G5030,S,391235.000000000058208,0.000000000000000,"+36.7468548","-119.7843102",0.024978540253761,0.000039476698377,15000US060190005023,27.000000000000000,953.000000000000000,24471.000000000000000,5.000000000000000
"891",FWJCT,"3264","30329","867",6331851.000029998831451,2179670.999844000209123,22844,"06","019","004505","2","060190045052",Block Group 2,G5030,S,1263162.000000000000000,29699.000000000000000,"+36.8192776","-119.7880081",0.046948756342270,0.000130568238117,15000US060190045052,109.000000000000000,3050.000000000000000,30907.000000000000000,8.000000000000000
"892",FWJCT,"2988","31208","868",6331869.000029999762774,2181732.999844000209123,22844,"06","019","004505","2","060190045052",Block Group 2,G5030,S,1263162.000000000000000,29699.000000000000000,"+36.8192776","-119.7880081",0.046948756342270,0.000130568238117,15000US060190045052,109.000000000000000,3050.000000000000000,30907.000000000000000,8.000000000000000
"893",FWJCT,"3600","30350","869",6331579.630591226741672,2155450.610489869955927,1828,"06","019","000502","3","060190005023",Block Group 3,G5030,S,391235.000000000058208,0.000000000000000,"+36.7468548","-119.7843102",0.024978540253761,0.000039476698377,15000US060190005023,27.000000000000000,953.000000000000000,24471.000000000000000,5.000000000000000
"894",FWJCT,"3018","30739","870",6331273.192618345841765,2156482.061782358679920,1828,"06","019","000502","3","060190005023",Block Group 3,G5030,S,391235.000000000058208,0.000000000000000,"+36.7468548","-119.7843102",0.024978540253761,0.000039476698377,15000US060190005023,27.000000000000000,953.000000000000000,24471.000000000000000,5.000000000000000
"895",DMOND,"1494","31831","871",6334591.607242852449417,2157625.957048481330276,18477,"06","019","002400","2","060190024002",Block Group 2,G5030,S,651808.000000000000000,0.000000000000000,"+36.7540456","-119.7769916",0.032574441712821,0.000065775557605,15000US060190024002,56.000000000000000,1068.000000000000000,14243.000000000000000,7.000000000000000
"896",DMOND,"3410","32864","872",6334824.763302099891007,2156896.755257455166429,1826,"06","019","000501","1","060190005011",Block Group 1,G5030,S,296940.000000000000000,0.000000000000000,"+36.7466593","-119.7745594",0.023230723091882,0.000029962005717,15000US060190005011,31.000000000000000,860.000000000000000,27250.000000000000000,3.000000000000000
"897",FWJCT,"5593","33870","873",6331721.009080582298338,2174783.875925380270928,13611,"06","019","005000","2","060190050002",Block Group 2,G5030,S,650921.999999999883585,0.000000000000000,"+36.7976980","-119.7859371",0.032766974499404,0.000065722690860,15000US060190050002,45.000000000000000,1621.000000000000000,41694.000000000000000,6.000000000000000
"898",FWJCT,"2958","32945","874",6331824.000030000694096,2178215.999844000209123,13610,"06","019","005000","1","060190050001",Block Group 1,G5030,S,649430.000000000116415,0.000000000000000,"+36.8049159","-119.7859026",0.032573668020055,0.000065578168113,15000US060190050001,56.000000000000000,1006.000000000000000,45536.000000000000000,4.000000000000000
"899",FWJCT,"3322","32957","875",6331460.875414074398577,2157445.559664134867489,18488,"06","019","002400","3","060190024003",Block Group 3,G5030,S,410520.000000000000000,0.000000000000000,"+36.7540103","-119.7843251",0.025685583513468,0.000041426558036,15000US060190024003,25.000000000000000,1197.000000000000000,29375.000000000000000,3.000000000000000
"900",FWJCT,"3102","32958","876",6331460.875414074398577,2157445.559664134867489,18488,"06","019","002400","3","060190024003",Block Group 3,G5030,S,410520.000000000000000,0.000000000000000,"+36.7540103","-119.7843251",0.025685583513468,0.000041426558036,15000US060190024003,25.000000000000000,1197.000000000000000,29375.000000000000000,3.000000000000000
"901",FWJCT,"3218","32956","877",6331908.616545481607318,2157008.527766847051680,1828,"06","019","000502","3","060190005023",Block Group 3,G5030,S,391235.000000000058208,0.000000000000000,"+36.7468548","-119.7843102",0.024978540253761,0.000039476698377,15000US060190005023,27.000000000000000,953.000000000000000,24471.000000000000000,5.000000000000000
"902",FWJCT,"2966","32465","878",6331908.616545481607318,2157008.527766847051680,1828,"06","019","000502","3","060190005023",Block Group 3,G5030,S,391235.000000000058208,0.000000000000000,"+36.7468548","-119.7843102",0.024978540253761,0.000039476698377,15000US060190005023,27.000000000000000,953.000000000000000,24471.000000000000000,5.000000000000000
"903",FWJCT,"2991","32172","879",6331829.000030000694096,2177222.999844000209123,13610,"06","019","005000","1","060190050001",Block Group 1,G5030,S,649430.000000000116415,0.000000000000000,"+36.8049159","-119.7859026",0.032573668020055,0.000065578168113,15000US060190050001,56.000000000000000,1006.000000000000000,45536.000000000000000,4.000000000000000
"904",FWJCT,"2324","31642","880",6335196.045417089015245,2157809.574840445071459,18477,"06","019","002400","2","060190024002",Block Group 2,G5030,S,651808.000000000000000,0.000000000000000,"+36.7540456","-119.7769916",0.032574441712821,0.000065775557605,15000US060190024002,56.000000000000000,1068.000000000000000,14243.000000000000000,7.000000000000000
"905",FWJCT,"2703","31643","881",6335196.045417089015245,2157809.574840445071459,18477,"06","019","002400","2","060190024002",Block Group 2,G5030,S,651808.000000000000000,0.000000000000000,"+36.7540456","-119.7769916",0.032574441712821,0.000065775557605,15000US060190024002,56.000000000000000,1068.000000000000000,14243.000000000000000,7.000000000000000
"906",FWJCT,"5313","31662","882",6331725.410395595245063,2174405.741520140785724,13611,"06","019","005000","2","060190050002",Block Group 2,G5030,S,650921.999999999883585,0.000000000000000,"+36.7976980","-119.7859371",0.032766974499404,0.000065722690860,15000US060190050002,45.000000000000000,1621.000000000000000,41694.000000000000000,6.000000000000000
"907",FWJCT,"3244","31647","883",6331767.628090369515121,2174647.041470923926681,13611,"06","019","005000","2","060190050002",Block Group 2,G5030,S,650921.999999999883585,0.000000000000000,"+36.7976980","-119.7859371",0.032766974499404,0.000065722690860,15000US060190050002,45.000000000000000,1621.000000000000000,41694.000000000000000,6.000000000000000
"908",FWJCT,"2934","33761","884",6331832.000029999762774,2176589.999844000209123,13610,"06","019","005000","1","060190050001",Block Group 1,G5030,S,649430.000000000116415,0.000000000000000,"+36.8049159","-119.7859026",0.032573668020055,0.000065578168113,15000US060190050001,56.000000000000000,1006.000000000000000,45536.000000000000000,4.000000000000000
"909",DMOND,"2544","32807","885",6335583.730025889351964,2158232.865100312512368,18492,"06","019","002502","1","060190025021",Block Group 1,G5030,S,325211.000000000058208,0.000000000000000,"+36.7540787","-119.7702214",0.023542873246352,0.000032817634209,15000US060190025021,20.000000000000000,1505.000000000000000,21600.000000000000000,3.000000000000000
"910",FWJCT,"2785","32944","886",6335583.730025889351964,2158232.865100312512368,18492,"06","019","002502","1","060190025021",Block Group 1,G5030,S,325211.000000000058208,0.000000000000000,"+36.7540787","-119.7702214",0.023542873246352,0.000032817634209,15000US060190025021,20.000000000000000,1505.000000000000000,21600.000000000000000,3.000000000000000
"911",FWJCT,"2698","32937","887",6333036.682879997417331,2158910.095368834678084,18477,"06","019","002400","2","060190024002",Block Group 2,G5030,S,651808.000000000000000,0.000000000000000,"+36.7540456","-119.7769916",0.032574441712821,0.000065775557605,15000US060190024002,56.000000000000000,1068.000000000000000,14243.000000000000000,7.000000000000000
"912",FWJCT,"2963","33401","888",6333036.682879997417331,2158910.095368834678084,18477,"06","019","002400","2","060190024002",Block Group 2,G5030,S,651808.000000000000000,0.000000000000000,"+36.7540456","-119.7769916",0.032574441712821,0.000065775557605,15000US060190024002,56.000000000000000,1068.000000000000000,14243.000000000000000,7.000000000000000
"913",FWJCT,"6975","31677","889",6331663.906753938645124,2173861.732051414903253,13611,"06","019","005000","2","060190050002",Block Group 2,G5030,S,650921.999999999883585,0.000000000000000,"+36.7976980","-119.7859371",0.032766974499404,0.000065722690860,15000US060190050002,45.000000000000000,1621.000000000000000,41694.000000000000000,6.000000000000000
"914",FWJCT,"5976","31667","890",6332363.948934311047196,2158588.863305801525712,18488,"06","019","002400","3","060190024003",Block Group 3,G5030,S,410520.000000000000000,0.000000000000000,"+36.7540103","-119.7843251",0.025685583513468,0.000041426558036,15000US060190024003,25.000000000000000,1197.000000000000000,29375.000000000000000,3.000000000000000
"915",FWJCT,"5656","31951","891",6332363.948934311047196,2158588.863305801525712,18488,"06","019","002400","3","060190024003",Block Group 3,G5030,S,410520.000000000000000,0.000000000000000,"+36.7540103","-119.7843251",0.025685583513468,0.000041426558036,15000US060190024003,25.000000000000000,1197.000000000000000,29375.000000000000000,3.000000000000000
"916",FWJCT,"1666","31643","892",6331810.741956167854369,2174080.202697923872620,13611,"06","019","005000","2","060190050002",Block Group 2,G5030,S,650921.999999999883585,0.000000000000000,"+36.7976980","-119.7859371",0.032766974499404,0.000065722690860,15000US060190050002,45.000000000000000,1621.000000000000000,41694.000000000000000,6.000000000000000
"917",FWJCT,"3437","34258","893",6330812.599130061455071,2158928.520169200841337,18263,"06","019","002300","1","060190023001",Block Group 1,G5030,S,497888.999999999941792,0.000000000000000,"+36.7572890","-119.7904977",0.043774259611957,0.000050245194937,15000US060190023001,43.000000000000000,1366.000000000000000,36042.000000000000000,6.000000000000000
"918",FWJCT,"952","34264","894",6330812.599130061455071,2158928.520169200841337,18263,"06","019","002300","1","060190023001",Block Group 1,G5030,S,497888.999999999941792,0.000000000000000,"+36.7572890","-119.7904977",0.043774259611957,0.000050245194937,15000US060190023001,43.000000000000000,1366.000000000000000,36042.000000000000000,6.000000000000000
"919",FWJCT,"7310","34264","895",6329871.509637968614697,2158798.594929654616863,18264,"06","019","002300","3","060190023003",Block Group 3,G5030,S,574137.000000000000000,0.000000000000000,"+36.7527774","-119.7966904",0.034477722729640,0.000057936481133,15000US060190023003,17.000000000000000,1311.000000000000000,24444.000000000000000,11.000000000000000
"920",FWJCT,"5631","33200","896",6329871.509637968614697,2158798.594929654616863,18264,"06","019","002300","3","060190023003",Block Group 3,G5030,S,574137.000000000000000,0.000000000000000,"+36.7527774","-119.7966904",0.034477722729640,0.000057936481133,15000US060190023003,17.000000000000000,1311.000000000000000,24444.000000000000000,11.000000000000000
"921",FWJCT,"2933","36896","897",6331995.807982590049505,2170644.449568570125848,13849,"06","019","005100","5","060190051005",Block Group 5,G5030,S,527156.000000000000000,0.000000000000000,"+36.7901656","-119.7808651",0.031984037181915,0.000053220988998,15000US060190051005,29.000000000000000,1135.000000000000000,45663.000000000000000,7.000000000000000
"922",FWJCT,"2952","34691","898",6334213.564866063185036,2159450.242377412039787,18477,"06","019","002400","2","060190024002",Block Group 2,G5030,S,651808.000000000000000,0.000000000000000,"+36.7540456","-119.7769916",0.032574441712821,0.000065775557605,15000US060190024002,56.000000000000000,1068.000000000000000,14243.000000000000000,7.000000000000000
"923",FWJCT,"2932","36473","899",6331931.278262154199183,2169411.387966223992407,1998,"06","019","005100","2","060190051002",Block Group 2,G5030,S,471396.000000000000000,0.000000000000000,"+36.7834206","-119.7813462",0.029663102298244,0.000047587424953,15000US060190051002,21.000000000000000,2104.000000000000000,42205.000000000000000,4.000000000000000
"924",FWJCT,"2929","39067","900",6333979.908058646135032,2160303.640582441352308,18266,"06","019","002400","1","060190024001",Block Group 1,G5030,S,653299.000000000000000,0.000000000000000,"+36.7613594","-119.7769993",0.032665018302408,0.000065932293997,15000US060190024001,45.000000000000000,821.000000000000000,24432.000000000000000,7.000000000000000
"925",FWJCT,"3308","39538","901",6331613.792693163268268,2159694.638877003453672,18488,"06","019","002400","3","060190024003",Block Group 3,G5030,S,410520.000000000000000,0.000000000000000,"+36.7540103","-119.7843251",0.025685583513468,0.000041426558036,15000US060190024003,25.000000000000000,1197.000000000000000,29375.000000000000000,3.000000000000000
"926",FWJCT,"5603","36894","902",6331613.792693163268268,2159694.638877003453672,18488,"06","019","002400","3","060190024003",Block Group 3,G5030,S,410520.000000000000000,0.000000000000000,"+36.7540103","-119.7843251",0.025685583513468,0.000041426558036,15000US060190024003,25.000000000000000,1197.000000000000000,29375.000000000000000,3.000000000000000
"927",FWJCT,"5597","35576","903",6331965.752968001179397,2160047.702560968231410,18489,"06","019","002400","4","060190024004",Block Group 4,G5030,S,730830.000000000116415,0.000000000000000,"+36.7619128","-119.7863402",0.038275926807415,0.000073757153470,15000US060190024004,40.000000000000000,1129.000000000000000,,6.000000000000000
"928",FWJCT,"5601","34785","904",6331965.752968001179397,2160047.702560968231410,18489,"06","019","002400","4","060190024004",Block Group 4,G5030,S,730830.000000000116415,0.000000000000000,"+36.7619128","-119.7863402",0.038275926807415,0.000073757153470,15000US060190024004,40.000000000000000,1129.000000000000000,,6.000000000000000
"929",FWJCT,"5581","35193","905",6335923.849204807542264,2161245.192928444128484,18490,"06","019","002501","1","060190025011",Block Group 1,G5030,S,326092.999999999941792,0.000000000000000,"+36.7613477","-119.7702489",0.023563253726164,0.000032909738529,15000US060190025011,13.000000000000000,1343.000000000000000,23867.000000000000000,3.000000000000000
"930",FWJCT,"5617","35829","906",6335014.060968591831625,2160986.452971646096557,18266,"06","019","002400","1","060190024001",Block Group 1,G5030,S,653299.000000000000000,0.000000000000000,"+36.7613594","-119.7769993",0.032665018302408,0.000065932293997,15000US060190024001,45.000000000000000,821.000000000000000,24432.000000000000000,7.000000000000000
"931",FWJCT,"5591","36692","907",6333203.743606370873749,2161371.725664737168700,18266,"06","019","002400","1","060190024001",Block Group 1,G5030,S,653299.000000000000000,0.000000000000000,"+36.7613594","-119.7769993",0.032665018302408,0.000065932293997,15000US060190024001,45.000000000000000,821.000000000000000,24432.000000000000000,7.000000000000000
"932",FWJCT,"5612","37124","908",6331951.000029999762774,2184502.999844000209123,22843,"06","019","004504","1","060190045041",Block Group 1,G5030,S,1288067.000000000000000,0.000000000000000,"+36.8301843","-119.7857859",0.046872004841904,0.000130108616419,15000US060190045041,89.000000000000000,1900.000000000000000,36974.000000000000000,6.000000000000000
"933",FWJCT,"5598","39258","909",6332403.586782420054078,2161141.286828847136348,18489,"06","019","002400","4","060190024004",Block Group 4,G5030,S,730830.000000000116415,0.000000000000000,"+36.7619128","-119.7863402",0.038275926807415,0.000073757153470,15000US060190024004,40.000000000000000,1129.000000000000000,,6.000000000000000
"934",DMOND,"1423","37071","910",6331887.000029999762774,2182868.999844000209123,22844,"06","019","004505","2","060190045052",Block Group 2,G5030,S,1263162.000000000000000,29699.000000000000000,"+36.8192776","-119.7880081",0.046948756342270,0.000130568238117,15000US060190045052,109.000000000000000,3050.000000000000000,30907.000000000000000,8.000000000000000
"935",DMOND,"7669","36735","911",6330525.283525799401104,2160706.994443275500089,18489,"06","019","002400","4","060190024004",Block Group 4,G5030,S,730830.000000000116415,0.000000000000000,"+36.7619128","-119.7863402",0.038275926807415,0.000073757153470,15000US060190024004,40.000000000000000,1129.000000000000000,,6.000000000000000
"936",FWJCT,"1609","36892","912",6331869.000029999762774,2182299.999844000209123,22844,"06","019","004505","2","060190045052",Block Group 2,G5030,S,1263162.000000000000000,29699.000000000000000,"+36.8192776","-119.7880081",0.046948756342270,0.000130568238117,15000US060190045052,109.000000000000000,3050.000000000000000,30907.000000000000000,8.000000000000000
"937",FWJCT,"2728","36899","913",6329773.052426784299314,2160512.096075719222426,18263,"06","019","002300","1","060190023001",Block Group 1,G5030,S,497888.999999999941792,0.000000000000000,"+36.7572890","-119.7904977",0.043774259611957,0.000050245194937,15000US060190023001,43.000000000000000,1366.000000000000000,36042.000000000000000,6.000000000000000
"938",FWJCT,"3295","36888","914",6332513.922554842196405,2163713.351582678966224,22701,"06","019","003400","3","060190034003",Block Group 3,G5030,S,418644.999999999941792,0.000000000000000,"+36.7697458","-119.7834630",0.045242295720209,0.000042254626255,15000US060190034003,34.000000000000000,849.000000000000000,39750.000000000000000,6.000000000000000
"939",FWJCT,"5385","36894","915",6332513.922554842196405,2163713.351582678966224,22701,"06","019","003400","3","060190034003",Block Group 3,G5030,S,418644.999999999941792,0.000000000000000,"+36.7697458","-119.7834630",0.045242295720209,0.000042254626255,15000US060190034003,34.000000000000000,849.000000000000000,39750.000000000000000,6.000000000000000
"940",FWJCT,"2952","37281","916",6331839.999582063406706,2166187.489983569830656,18288,"06","019","003400","4","060190034004",Block Group 4,G5030,S,590924.000000000000000,0.000000000000000,"+36.7759556","-119.7810761",0.030672913002226,0.000059648282224,15000US060190034004,24.000000000000000,1265.000000000000000,42500.000000000000000,9.000000000000000
"941",FWJCT,"7467","36897","917",6331859.153241044841707,2166597.218109706882387,18288,"06","019","003400","4","060190034004",Block Group 4,G5030,S,590924.000000000000000,0.000000000000000,"+36.7759556","-119.7810761",0.030672913002226,0.000059648282224,15000US060190034004,24.000000000000000,1265.000000000000000,42500.000000000000000,9.000000000000000
"942",FWJCT,"5801","36891","918",6333582.281263724900782,2163592.251744158565998,18287,"06","019","003400","2","060190034002",Block Group 2,G5030,S,580171.000000000000000,0.000000000000000,"+36.7689546","-119.7766907",0.030553744675817,0.000058557242456,15000US060190034002,22.000000000000000,1672.000000000000000,17434.000000000000000,7.000000000000000
"943",DMOND,"4922","35674","919",6332192.980527983978391,2164407.058448290452361,22701,"06","019","003400","3","060190034003",Block Group 3,G5030,S,418644.999999999941792,0.000000000000000,"+36.7697458","-119.7834630",0.045242295720209,0.000042254626255,15000US060190034003,34.000000000000000,849.000000000000000,39750.000000000000000,6.000000000000000
"944",FWJCT,"6044","35575","920",6333406.122905372641981,2164100.403525403235108,18287,"06","019","003400","2","060190034002",Block Group 2,G5030,S,580171.000000000000000,0.000000000000000,"+36.7689546","-119.7766907",0.030553744675817,0.000058557242456,15000US060190034002,22.000000000000000,1672.000000000000000,17434.000000000000000,7.000000000000000
"945",FWJCT,"5063","35573","921",6333406.122905372641981,2164100.403525403235108,18287,"06","019","003400","2","060190034002",Block Group 2,G5030,S,580171.000000000000000,0.000000000000000,"+36.7689546","-119.7766907",0.030553744675817,0.000058557242456,15000US060190034002,22.000000000000000,1672.000000000000000,17434.000000000000000,7.000000000000000
"946",FWJCT,"6175","53761","922",6333618.130697034299374,2163431.861664881929755,18287,"06","019","003400","2","060190034002",Block Group 2,G5030,S,580171.000000000000000,0.000000000000000,"+36.7689546","-119.7766907",0.030553744675817,0.000058557242456,15000US060190034002,22.000000000000000,1672.000000000000000,17434.000000000000000,7.000000000000000
"947",FWJCT,"8754","54304","923",6331599.212563533335924,2166774.781743861734867,22701,"06","019","003400","3","060190034003",Block Group 3,G5030,S,418644.999999999941792,0.000000000000000,"+36.7697458","-119.7834630",0.045242295720209,0.000042254626255,15000US060190034003,34.000000000000000,849.000000000000000,39750.000000000000000,6.000000000000000
"948",FWJCT,"5729","35577","924",6331565.622455837205052,2166168.275598250329494,22701,"06","019","003400","3","060190034003",Block Group 3,G5030,S,418644.999999999941792,0.000000000000000,"+36.7697458","-119.7834630",0.045242295720209,0.000042254626255,15000US060190034003,34.000000000000000,849.000000000000000,39750.000000000000000,6.000000000000000
